OID;UIDNFTN;CODE;AS_UR_OLD;OBJ_NAME;ADDRESS;PRICE_ENTR;X;Y;UNOM_BTI;ID_SPORTZ;TYPE_SPORTZ;NAME_SPORTZ;INV_LEASE;HOURS;COV_TYPE;ILLUM;FREE_CLASSES;PRICE_EQIP;Y_ACC;X_ACC;OBJ_ID;OBJ_TYPE;VED_SUBJ;OKRUG;RAYON;INV_SERV;DRESS;SOUND;FOOD;WC;WIFI;ATM;MEDIC;EXPL_OGRN;EXPL_NAME;EXPL_PHONE;EXPL_WEB;EXPL_EMAIL;STATUS;COMMENT;LAT;LON
141;2978;2978;DOGM__2386;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 765;"Юго-Западный / Ясенево / Литовский бульв. / Дом- 10; Корп- 2";бесплатно;2004,6828;-6279,825;2108282;9378;поле футбольное;;нет;с 10:00 до 18:00;специальное;уличные столбы освещения;нет;нет;;;9378;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Ясенево;нет;нет;нет;нет;нет;нет;нет;нет;1027700489618;ГБОУ СОШ № 765;(495) 426-64-11;нет;нет;;;55.61054812842823;37.5300717041041
142;898;898;DOGM__306;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1593;"Западный / Крылатское / ул. Крылатские Холмы / Дом- 28; Корп- 1";бесплатно;-5080,0542;10881,919;320091;8243;поле футбольное;;нет;c 8-30 до 20-00;искусственное;без освещения;да;нет;;;8243;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Крылатское;нет;нет;нет;нет;нет;нет;нет;нет;1037739413667;ГБОУ гимназия №1593;(495) 413-85-55;gym1593.mskzapad.ru;school1128@mail.ru;;;55.76466753386879;37.4173244595422
143;2226;2226;DOGM__1634;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 63;Западный / Крылатское / ул. Крылатские Холмы / Дом- 23;бесплатно;-5364,5544;9898,668;2127005;453;поле футбольное;;нет;с 8:30 до 21:00;песчаное;уличные столбы освещения;да;нет;;;453;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Крылатское;нет;нет;нет;нет;нет;нет;нет;нет;1027700000000;ГБОУ СОШ № 63;(495) 413-06-15;sch63.mskzapad.ru;sch63s@yandex.ru;;;55.755833143875336;37.412811845573486
144;3509;3509;DOGM__2917;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1910;Юго-Восточный / Марьино / Мячковский бульв. / Дом- 25;бесплатно;16602,2504;-1787,7734;2700004;9412;поле футбольное;;нет;будни с 18:00 до 21:00, выходные с 9:00 до 21:00;искусственное;без освещения;нет;нет;;;9412;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037739015973;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1910;(499) 784-88-71;school-1910.ru;sch1910@mail.ru;;;55.650619339711874;37.76197775714116
145;2882;2882;DOGM__2290;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1968;Юго-Восточный / Марьино / ул. Верхние Поля / Дом- 30;бесплатно;16321,4635;-21,8367;2704805;9438;поле футбольное;;нет;будни с 15:00 до 21:00, выходные с 9:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;9438;междворовые спортивные площадки;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1027700556201;Государственное бюдженое образовательное учреждение города Москвы средняя общеобразовательная школа №1968;(495) 658-52-67;schuv1968.mskobr.ru;ofis1968@mail.ru;;;55.666490002063966;37.75762178506309
146;4227;4227;DOGM__3635;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1141;Юго-Восточный / Марьино / Батайский пр. / Дом- 21;бесплатно;13889,8273;-2616,1338;2129869;9293;поле футбольное;;нет;с 10:00 до 22:00;искусственное;без освещения;нет;нет;;;9293;спортивные комплексы;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037739213291;ГБОУ СОШ №1141;(499) 357-72-11;schuv1141.mskobr.ru;sch1141@mail.ru;;;55.64326357476183;37.71885111986235
147;2679;2679;DOGM__2087;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад №2336;Центральный / Замоскворечье / 1-й Люсиновский пер. / Дом- 5;бесплатно;7708,6721;6698,0174;2101843;11117;поле футбольное;;нет;будни с 7.00 до 19.00;травяное;смешанное освещение;да;нет;;;11117;дошкольные учреждения;Департамент образования города Москвы;ЦАО;Замоскворечье;нет;да;да;да;да;да;нет;да;1027700428645;ГБОУ центр развития ребенка - детский сад № 2336;(495) 959-88-50;www.crrds2336.mskobr.ru;Inpavlenko2336@rambler.ru;;;55.72705715891573;37.620943133561845
148;955;955;DOGM__363;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 660;Северный / Западное Дегунино / Дегунинская ул. / Дом- 18;бесплатно;2248,7295;22292,1321;2108741;11468;поле футбольное;;нет;будни с 06:00 до 21.00, воскресенье с 08:00 до 21.00;искусственное;без освещения;да;нет;;;11468;общеобразовательные учреждения;Департамент образования города Москвы;САО;Западное Дегунино;нет;нет;нет;нет;нет;нет;нет;нет;1027700551108;ГБОУ СОШ № 660;(499) 905-83-77;schs660.mskobr.ru;ego@sch660.ru;;;55.86717280395451;37.534167767255376
149;1018;1018;DOGM__426;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1884;Северный / Западное Дегунино / Дегунинская ул. / Дом- 17А;бесплатно;1960,5113;22272,867;3407370;8295;поле футбольное;;нет;будни 7:30-21:00, выходные 9:00-21:00;отсыпное;без освещения;нет;нет;;;8295;общеобразовательные учреждения;Департамент образования города Москвы;САО;Западное Дегунино;нет;нет;нет;нет;нет;нет;нет;нет;1107746372601;Центр образования № 1884;(499) 905-48-83;school1884.ru;school1884@rambler.ru;;;55.86700096530856;37.52956399670379
150;1074;1074;DOGM__482;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1125;"Северный / Западное Дегунино / ул. Бусиновская Горка / Дом- 7; Корп- 2";бесплатно;-360,6183;23995,461;2103152;11498;поле футбольное;;нет;будни с 14:30 до 21:00, выходные дни с 12:00 до 21:00;специальное;без освещения;да;нет;;;11498;общеобразовательные учреждения;Департамент образования города Москвы;САО;Западное Дегунино;нет;нет;нет;нет;нет;нет;нет;нет;1027700496823;ГБОУ СОШ № 1125;(495) 486-02-14;schs1125.mskobr.ru;school1125@mail.ru;;;55.88247582363702;37.492486329339336
151;691;691;DOGM__99;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1489;"Северо-Западный / Митино / Митинская ул. / Дом- 46; Корп- 2";бесплатно;-8736,5384;20373,4169;3301753;12246;поле футбольное;;нет;будни с 8.30 до 21.00, выходные 10.00-21.00;отсыпное;уличные столбы освещения;да;нет;;;12246;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1127747010830;ГБОУ СОШ №1489;(495) 751-25-73;co1489.mskobr.ru;sch1489@szouo.ru;;;55.84986345379887;37.35876548224084
152;750;750;DOGM__158;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1943;Северо-Западный / Митино / Уваровский пер. / Дом- 8;бесплатно;-9345,0666;17966,8923;3301505;12254;поле футбольное;;нет;все дни с 8.00 до 21.00;отсыпное;прожекторное освещение;да;нет;;;12254;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1127746772064;ГБОУ СОШ № 1943;(495) 794-42-93;co1943.mskobr.ru;sch1943@szouo.ru;;;55.82823758584999;37.349133674407106
154;2892;2892;DOGM__2300;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544;Северо-Западный / Митино / Пенягинская ул. / Дом- 14;бесплатно;-8700,4138;18829,2537;3301181;9499;поле футбольное;;нет;с 15.00 до 21.00;травяное;прожекторное освещение;да;нет;;;9499;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1037733052807;ГБОУ гимназия № 1544;(495) 752-61-11;нет;нет;;;55.83599512884174;37.359392298424765
155;2207;2207;DOGM__1615;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1914;"Восточный / Новокосино / Суздальская ул. / Дом- 12В; Стр- 1";бесплатно;22124,3332;8071,503;4000003;10310;поле футбольное;;нет;с 08:00 до 21:00;грунтовое;прожекторное освещение;да;нет;;;10310;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Новокосино;нет;нет;нет;нет;нет;нет;нет;нет;1027739705872;ГБОУ СОШ № 1914;(495) 701-63-21;sch1914.mskobr.ru;sch1914@mail.ru;;;55.73895315141454;37.85048310977666
156;1157;1157;DOGM__565;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1025";Восточный / Новокосино / Новокосинская ул. / Дом- 42А;бесплатно;23604,5675;8342,4792;2122191;10337;поле футбольное;;нет;"будни с 17:00 до 21:00; выходные с 11:00 до 20:00";искусственное;без освещения;да;нет;;;10337;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Новокосино;нет;нет;нет;нет;нет;нет;нет;нет;1037739270469;ГБОУ СОШ №1025;(495) 702-32-37;www.schzv1025.mskobr.ru;school1025@yandex.ru;;;55.74131746101859;37.87407174970385
165;3868;3868;DOGM__3276;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 438;"Южный / Орехово-Борисово Северное / Борисовский пр. / Дом- 40; Корп- 3";бесплатно;14241,6498;-5620,4401;3801958;2333;поле футбольное;;нет;сведения отсутствуют;грунтовое;без освещения;нет;нет;;;2333;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;нет;нет;нет;нет;1027739394055;ГБОУ СОШ № 438;(495) 394-07-00;нет;sch438@sinergi.ru;;;55.61626932597697;37.72428439120029
166;1161;1161;DOGM__569;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 939";"Южный / Орехово-Борисово Северное / Борисовский пр. / Дом- 40; Корп- 2";бесплатно;14357,1729;-5653,3332;2123164;8849;поле футбольное;;нет;будни с 10:00 до 22:00, выходные с 12:00 до 24:00;искусственное;уличные столбы освещения;да;нет;;;8849;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;нет;нет;нет;нет;1127746274457;"ГБОУ СОШ ""Школа здоровья "" №939";(495) 393-14-90;www.sch939.edusite.ru;sch939@sinergi.ru;;;55.61597051949684;37.726116098535805
167;855;855;DOGM__263;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа города Москвы с этнокультурным (русским) компонентом образования № 996;Южный / Орехово-Борисово Северное / Борисовский пр. / Дом- 13;бесплатно;14181,9596;-4473,9001;2123176;7345;поле футбольное;;нет;с 9:00 до 21:00;искусственное;уличные столбы освещения;нет;нет;;;7345;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;нет;нет;нет;нет;1037739140273;ГБОУ СОШ № 996;(495) 390-07-09;scheu996.mskobr.ru;sch996@sinergi.ru;;;55.62656909216282;37.72339563275144
168;3526;3526;DOGM__2934;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 426;"Южный / Орехово-Борисово Северное / Борисовский пр. / Дом- 10; Корп- 2";бесплатно;13965,7966;-4699,9222;3801697;2331;поле футбольное;;нет;будни с 6:30 до 21:00, выходные с 8:00 до 21:30;искусственное;уличные столбы освещения;да;нет;;;2331;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;нет;нет;нет;нет;1027739314734;ГБОУ СОШ №426;(495) 394-40-33;sch426.ru;sch426@sinergi.ru;;;55.62454519908015;37.71995275178514
36;4314;4314;DOGM__3722;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 2;"Центральный / Басманный / Большая Почтовая ул. / Дом- 35; Стр- 1";бесплатно;12175,2765;12204,1036;2116399;11680;поле футбольное;;нет;9:00 да 18:00;отсыпное;уличные столбы освещения;нет;нет;;;11680;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Басманный;нет;нет;нет;нет;нет;нет;нет;нет;1057704012574;ГБОУ СПО ПТ № 2;(499) 246-36-40;pk02.ru;02@prof.educom.ru;;;55.776420435477405;37.69227417459021
37;1560;1560;DOGM__968;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480;"Центральный / Басманный / Гороховский пер. / Дом- 10; Стр- 1";бесплатно;10517,3251;10912,659;2116363;9715;поле футбольное;;нет;ежедневно с 8:00 до 21:00;специальное;смешанное освещение;нет;нет;;;9715;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Басманный;нет;нет;нет;нет;нет;нет;нет;нет;5087746427335;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480;(499) 261-66-58;coc1480.mskobr.ru;1480co@couo.ru;;;55.764859612545834;37.665804562152694
38;2179;2179;DOGM__1587;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1204;Центральный / Басманный / Бакунинская ул. / Дом- 43/55;бесплатно;11834,7751;12247,5805;1314;9685;поле футбольное;;нет;16.00-20.00;специальное;без освещения;да;нет;;;9685;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Басманный;нет;нет;нет;нет;нет;нет;нет;нет;1027739860334;ГБОУ СОШ № 1204;(499) 261-60-85;нет;нет;;;55.77681929513429;37.68684996988988
48;3758;3758;DOGM__3166;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1419;"Северный / Восточное Дегунино / Керамический пр. / Дом- 55; Корп- 4";бесплатно;4072,1995;23289,6292;3500147;11518;поле футбольное;;нет;будни с 8:30 до 22:00, выходные с 10:00 до 22:00;специальное;уличные столбы освещения;да;нет;;;11518;общеобразовательные учреждения;Департамент образования города Москвы;САО;Восточное Дегунино;нет;нет;нет;нет;нет;нет;нет;нет;1047713010146;ГБОУ ЦО № 1419;(499) 900-02-27;schs1419.mskobr.ru;centr1419@mail.ru;;;55.876120327850195;37.56330817168916
49;4508;4508;DPIOOS12;"Природно-исторический парк ""Кузьминки-Люблино""";улица Припольный проезд, дом 12;бесплатно;21751,5024;3053,1062;51787;;поле футбольное;;нет;будни с 00:00 до 24:00, выходные с 00:00 до 24:00;травяное;без освещения;нет;нет;;;;футбольные поля;Департамент природопользования и охраны окружающей среды города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1087746155892;"ГПБУ ""Управление ООПТ по ЮВАО""";(495) 258-45-60;kuzpark.ru;info@kuzpark.ru;Добавлено;;55.69389667933407;37.84415110677594
50;2125;2125;DOGM__1533;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 84;"Юго-Восточный / Выхино-Жулебино / Ферганский пр. / Дом- 10; Корп- 5";бесплатно;20238,4545;3463,5366;2128857;9162;поле футбольное;;нет;Будни с 8-00 до 19-00, выходные с 10-00 до 19-00;искусственное;без освещения;да;нет;;;9162;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1037739153320;ГБОУ СОШ № 84;(495) 376-41-17;schuv84.mskobr.ru;info@rost84.ru;;;55.69764809545392;37.82012106627474
52;3983;3983;DOGM__3391;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением биологии и химии № 1344;Юго-Восточный / Выхино-Жулебино / ул. Чугунные Ворота / Дом- 11;бесплатно;18967,8705;3158,1769;2128850;9358;поле футбольное;;нет;в будни: с 19.00 до 21.00, в выходные (воскресенье) , праздничные дни и каникулы: с 10.00 до 21.00;специальное;уличные столбы освещения;да;нет;;;9358;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1037739442113;ГБОУ СОШ с углубленным изучением биологии и химии № 1344;(495) 376-45-35;www.schuvu1344.mskobr.ru;mail@schuvu1344.ru;;;55.694956463191254;37.79989354002959
53;3338;3338;DOGM__2746;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 909;Зеленоградский / Старое Крюково / Зеленоград, 8-й микрорайон / Корп- 844;бесплатно;-19639,3298;34702,3368;3701531;10226;поле футбольное;ГБОУ СОШ № 909;нет;с 07:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10226;общеобразовательные учреждения;Департамент образования города Москвы;ЗелАО;Старое Крюково;нет;нет;нет;нет;нет;нет;нет;нет;1027739889572;ГБОУ СОШ № 909;(499) 731-22-61;schzg909.mskobr.ru;s909@zou.ru;;;55.97823350171117;37.18365121684394
54;2541;2541;DOGM__1949;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 516;Юго-Западный / Зюзино / Одесская ул. / Дом- 13;бесплатно;6212,2276;-756,6369;2108481;9337;поле футбольное;пришкольный стадион;нет;"будни с 16.00 до 22.00;выходные с 9.00 до 22.00";искусственное;без освещения;да;нет;;;9337;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Зюзино;нет;нет;нет;нет;нет;нет;нет;нет;1027739874711;ГБОУ СОШ № 516;(495) 310-26-66;www.sch516-msk.ru;sch516.msk@gmail.com;;;55.66012216969964;37.5969606365156
55;3308;3308;DOGM__2716;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1948 ""Лингвист-М""";"Юго-Западный / Зюзино / Болотниковская ул. / Дом- 52; Корп- 3";бесплатно;5401,2845;-344,799;2108467;11623;поле футбольное;;нет;08:30 -15:00;искусственное;без освещения;да;нет;;;11623;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Зюзино;нет;нет;нет;нет;нет;нет;нет;нет;1087746041657;"ГБОУ ЦО № 1948 ""Лингвист-М""";(495) 331-34-03;couz1948.mskobr.ru;secretary1@sch1948.ru;;;55.66383073253961;37.584084036455955
56;3967;3967;DOGM__3375;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 538 имени С.В. Гришина;"Юго-Западный / Зюзино / ул. Каховка / Дом- 19; Корп- 2";бесплатно;4953,4698;-1630,6739;2108472;9351;поле футбольное;;нет;8.00-20.00;искусственное;уличные столбы освещения;нет;нет;;;9351;футбольные поля;Департамент образования города Москвы;ЮЗАО;Зюзино;нет;нет;нет;нет;нет;нет;нет;нет;1037739431740;ГБОУ СОШ №538 имени С.В. Гришина;(499) 121-60-92;www.sch538.ru;sch538@mail.ru;;;55.652285870988955;37.57694567929916
57;1275;1275;DOGM__683;Государственное бюджетное образовательное учреждение города Москвы общеобразовательная школа-интернат основного общего образования № 95;Юго-Западный / Зюзино / Симферопольский бульв. / Дом- 20;бесплатно;6643,278;-1932,1331;2113488;11795;поле футбольное;;нет;08:00- 21:00;натуральное;без освещения;нет;нет;;;11795;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Зюзино;нет;нет;нет;нет;нет;нет;нет;нет;1027700222241;ГБОУ школа-интернат № 95;(495) 310-61-33;schu95.mskobr.ru;sch95@mosuzedu.ru;;;55.64955844589692;37.60378137155932
11;1383;1383;DOGM__791;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1597;Юго-Восточный / Выхино-Жулебино / Ташкентская ул. / Дом- 6;бесплатно;19995,0001;4691,9446;2128834;8632;поле футбольное;;нет;будни с 8:00 до 21:00, выходные с 10:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;8632;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1027739355093;ГБОУ гимназия № 1597;(495) 376-05-60;gymuv1597.mskobr.ru;gim1597@mail.ru;;;55.708691257391486;37.81633844012777
12;1895;1895;DOGM__1303;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 436;Юго-Восточный / Выхино-Жулебино / Ферганская ул. / Дом- 7;бесплатно;19294,3593;4975,6745;2128861;9205;поле футбольное;;да;будни с 8.00 до 22.00, выходные с 10.00 до 24.00;искусственное;без освещения;да;сведения отсутствуют;;;9205;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1027700319811;ГБОУ СОШ № 436;(495) 919-01-71;schuv436.mskobr.ru;school436@mail.ru;;;55.71126781936789;37.80521263781054
13;1211;1211;DOGM__619;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1457;"Юго-Восточный / Выхино-Жулебино / Хвалынский бульв. / Дом- 4; Корп- 4";бесплатно;22068,7069;3740,2146;2700357;11776;поле футбольное;ГБОУ ЦО № 1457;нет;c 15.00 до 21.00;искусственное;уличные столбы освещения;да;нет;;;11776;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1037700069032;ГБОУ ЦО № 1457;(495) 705-52-11;couv1457.mscobr.ru;centrobraz1457@yandex.ru;;;55.7000537926077;37.84925022984177
14;2878;2878;DOGM__2286;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1905;Юго-Восточный / Выхино-Жулебино / ул. Маршала Полубоярова / Дом- 22;бесплатно;22778,595;1771,4827;2700008;9408;поле футбольное;;нет;c 9-00 до 21 -00;искусственное;уличные столбы освещения;да;нет;;;9408;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Выхино-Жулебино;нет;нет;нет;нет;нет;нет;нет;нет;1027700454506;ГБОУ СОШ № 1905;(495) 705-79-50;www.schuv1905.mskobr.ru;sch1905@mail.ru;;;55.68233875192687;37.860377775102776
7;3852;3852;DOGM__3260;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 891 имени Алии Молдагуловой;Восточный / Вешняки / ул. Молдагуловой / Дом- 13А;бесплатно;20815,1;6045,2327;2122235;10292;поле футбольное;;нет;будни с 8.00 до 21.00, выходные с 8.00 до 21.00;травяное;без освещения;да;нет;;;10292;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1037739245884;ГБОУ СОШ № 891;(495) 375-99-92;schv891.mskobr.ru;sch.891@mail.ru;;;55.720811686475;37.82948670358072
8;4190;4190;DOGM__3598;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 407;Восточный / Вешняки / Снайперская ул. / Дом- 4А;бесплатно;19691,725;6363,7873;2122241;10194;поле футбольное;нет;нет;будни с 8:30 до 20:00;травяное;уличные столбы освещения;нет;нет;;;10194;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739890309;ГБОУ СОШ № 407;(499) 374-24-07;schv407.mskobr.ru;shkola407@mail.ru;;;55.723719468454284;37.8116335186436
9;4331;4331;DOGM__3739;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 664;Восточный / Восточный / Главная ул. / Дом- 13;бесплатно;23088,757;17054,473;2105219;10232;поле футбольное;;нет;будни с 08.00 до 21.00, выходные с 09.00 до 21.00;песчаное;уличные столбы освещения;да;нет;;;10232;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Восточный;нет;нет;нет;нет;нет;нет;нет;нет;1037739409333;ГБОУ СОШ №664;(499) 780-97-98;schv664.mskobr.ru;sch0664@mail.ru;;;55.819588866981235;37.86659337658491
10;4625;4625;MSPORT5;"Центр спортивной подготовки ""Измайлово"" по игровым видам спорта";Западная ул. 16Б;сведения отсутствуют;23850,1648;16583,9235;;106997;поле футбольное;;да;Понедельник с 8:00 до 22:00 Вторник с 8:00 до 22:00 Среда с 8:00 до 22:00 Четверг с 8:00 до 22:00 Пятница с 8:00 до 22:00 Суббота с 8:00 до 22:00 Воскресенье с 8:00 до 22:00;искусственное;прожекторное освещение;да;"100 руб. - ракетки, волан; 200 руб. - веломобиль, велосипед";55,8153952447;37,8786781707;39840;физкультурно-оздоровительные комплексы;Департамент физической культуры и спорта города Москвы;ВАО;Восточный;да;да;да;да;да;нет;да;да;1037739077276;"Государственное бюджетное учреждение города Москвы ""Центр спортивной подготовки по игровым видам спорта ""Измайлово"" Департамента физической культуры и спорта города Москвы";(499) 780-15-82;shvsmizmailovo.ru;izmaylovo@mossport.ru;внесены изменения;;55.81532586602317;37.878699006212436
795;1536;1536;DOGM__944;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1028;Восточный / Вешняки / аллея Жемчуговой / Дом- 7;бесплатно;20670,3001;7387,5769;2122250;10299;поле футбольное;;нет;c 8:30-21:00;искусственное;уличные столбы освещения;да;нет;;;10299;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;да;1037739331080;ГБОУ СОШ № 1028;(495) 370-51-00;нет;нет;;;55.73287425079946;37.82728337278409
796;736;736;DOGM__144;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1389;Восточный / Вешняки / Кетчерская ул. / Дом- 8А;бесплатно;20548,4493;8485,5759;2122232;11342;поле футбольное;;нет;8.00-20.00;искусственное;смешанное освещение;нет;нет;;;11342;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739214073;ГБОУ СОШ № 1389;(495) 370-78-81;schu1389.mskobr.ru;school1389@mail.ru;;;55.74274117983333;37.82542584044053
797;1227;1227;DOGM__635;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 781;Восточный / Вешняки / Вешняковская ул. / Дом- 2А;бесплатно;20179,775;7801,3697;2122233;10282;поле футбольное;;нет;с 8:00 до 22:00;искусственное;без освещения;да;нет;;;10282;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;да;1037739328703;ГБОУ СОШ № 781;(495) 375-67-84;sch781.mskobr.ru;sch781@mail.ru;;;55.73661132239577;37.81950573065763
798;872;872;DOGM__280;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 404";Восточный / Вешняки / Реутовская ул. / Дом- 16А;бесплатно;21253,5712;7598,235;2122182;8240;поле футбольное;нет;нет;с 10:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;8240;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700493732;"ГБОУ СОШ ""Школа здоровья"" № 404";(495) 370-06-51;sch404. edusite.ru;40406@mail.ru;;;55.734741213690775;37.83658393257462
799;2010;2010;DOGM__1418;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №813;Восточный / Вешняки / Снайперская ул. / Дом- 11А;бесплатно;19865,6753;5923,8038;2122227;10290;поле футбольное;;нет;с 10:00 до 18:00 кроме воскресенья;искусственное;без освещения;да;нет;;;10290;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739612339;ГБОУ СОШ № 813;(499) 373-64-61;sch813.mskobr.ru;sch813-1970@yandex.ru;;;55.719760648802215;37.81437000399431
